chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
,,433154,-1,1,-1,1,0,3,1.7,2.2,1,Dwight,1.7,534,False,,,54,433154.jpg,1.7,McNeil,0.3,False,,a,8,11,5,4868,247,17757,5691,0.3,0.9,McNeil,156,0,0,0,3,0,0,0,0,0,0,0,29,19.2,38.3,44.0,10.3,229,93,91,63,79,50,125,69,2.0,,,,,
,,510328,0,0,0,0,0,3,0.0,0.5,0,Stanley,0.0,560,False,,,45,510328.jpg,0.0,Mills,0.0,False,,a,8,11,0,1120,159,832,327,0.0,0.0,Mills,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522,209,514,213,488,195,525,211,,,,,,
,,461453,0,0,0,0,0,3,0.0,0.5,0,Lewis,0.0,561,False,,,45,461453.jpg,0.0,Warrington,0.1,False,,a,8,11,0,10300,888,5562,1884,0.0,0.0,Warrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,198,501,202,475,184,512,200,,,,,,
,,449871,0,0,0,0,0,3,2.0,2.5,0,Amadou,2.0,577,False,,,50,449871.jpg,2.0,Onana,0.2,False,,a,8,11,4,24756,814,9788,5756,0.4,0.8,Onana,42,0,1,0,2,0,0,0,1,0,0,0,11,0.2,0.9,23.0,2.4,335,153,287,145,147,84,278,123,,,,,,
,,80201,0,0,0,0,0,1,-0.3,0.2,2,Bernd,0.7,2,False,,,45,80201.jpg,2.0,Leno,1.3,False,,a,9,54,2,11416,2264,35890,6215,0.2,0.4,Leno,90,0,0,0,2,0,0,0,0,0,3,0,15,25.8,0.0,0.0,2.6,207,20,442,38,400,37,272,20,,,,,,
,,61933,-1,1,-1,1,0,2,-0.3,0.2,1,Shane,0.7,105,False,,,44,61933.jpg,1.0,Duffy,0.2,False,,a,9,54,2,1926,305,8070,1805,0.2,0.5,Duffy,2,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.0,0.0,0.0,333,121,397,163,340,134,418,166,,,,,,
,,76357,0,0,-1,1,0,3,0.0,0.5,1,Tom,1.0,200,False,,,49,76357.jpg,1.0,Cairney,0.1,False,,a,9,54,3,877,146,2966,686,0.2,0.6,Cairney,18,0,0,0,0,0,0,0,0,0,0,0,14,8.4,11.1,0.0,2.0,266,114,198,108,503,205,285,129,4.0,,,,,
,,82514,0,0,0,0,0,2,1.7,2.2,1,Tim,2.7,201,False,,,45,82514.jpg,2.7,Ream,0.1,False,,a,9,54,8,3476,345,3355,1232,0.6,1.8,Ream,270,0,0,1,4,0,0,0,0,0,0,0,50,52.0,1.8,4.0,5.8,99,34,257,85,230,69,199,64,,,,,,
,,83543,0,0,-1,1,0,3,-1.0,-0.5,0,Anthony,0.0,202,False,,,49,83543.jpg,0.0,Knockaert,0.0,False,,a,9,54,0,430,48,2168,454,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,535,220,529,223,505,207,538,222,,,,,,
100.0,100.0,89085,0,0,0,0,0,3,-1.0,-0.5,0,Nathaniel,0.0,203,False,,2022-07-31T21:30:04.877987Z,45,89085.jpg,0.0,Chalobah,0.1,False,,a,9,54,0,4396,743,5890,1668,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,166,445,172,403,151,463,170,,,,,,
75.0,,92259,0,0,0,0,0,3,0.5,1.2,0,Neeskens,1.7,204,False,Groin Injury - 75% chance of playing,2022-08-20T23:30:05.629758Z,55,92259.jpg,2.5,Kebano,0.1,False,,d,9,54,5,5175,46,5493,2739,0.3,0.9,Kebano,147,0,0,1,1,0,0,0,0,0,0,0,8,10.6,14.5,31.0,5.7,256,110,180,102,121,66,205,97,3.0,,4.0,,3.0,
100.0,75.0,96994,0,0,0,0,0,3,3.0,2.6,8,Bobby,4.0,205,False,,2022-08-14T00:00:05.826704Z,55,96994.jpg,4.0,De Cordova-Reid,0.1,False,,a,9,54,12,3076,1694,3458,657,0.7,2.2,De Cordova-Reid,270,1,0,1,4,0,0,0,1,0,0,1,38,57.8,46.2,111.0,21.6,76,29,71,50,18,12,31,20,,,,,,
100.0,100.0,101105,0,0,-1,1,0,2,-1.0,-0.5,0,Joe,0.0,206,False,,2022-08-01T17:30:04.788444Z,44,101105.jpg,0.0,Bryan,0.0,False,,a,9,54,0,280,142,1137,152,0.0,0.0,Bryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,169,402,166,346,138,423,169,,,,,,
,,102884,0,0,0,0,0,1,-1.0,-0.5,0,Paulo,0.0,207,False,,,40,102884.jpg,0.0,Gazzaniga Farias,4.9,False,,a,9,54,0,13345,2255,76399,20461,0.0,0.0,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,355,35,340,16,280,15,361,35,,,,,,
,,109434,0,0,0,0,0,2,-1.0,-0.5,0,Terence,0.0,208,False,,,40,109434.jpg,0.0,Kongolo,0.5,False,,a,9,54,0,5266,873,14845,3650,0.0,0.0,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,357,129,342,125,282,93,363,128,,,,,,
,,109646,0,0,0,0,0,2,1.7,2.2,1,Tosin,2.7,209,False,,,45,109646.jpg,2.7,Adarabioyo,0.1,False,,a,9,54,8,1650,151,2067,755,0.6,1.8,Tosin,270,0,0,1,4,0,0,0,0,0,0,0,45,44.4,1.1,0.0,4.6,126,47,274,95,410,174,236,81,,,,,,
,,128389,0,0,1,-1,1,4,5.0,5.5,6,Aleksandar,6.0,210,False,,,66,128389.jpg,6.0,Mitrović,17.5,False,,a,9,54,18,1072251,166262,413389,105066,0.9,2.7,Mitrović,270,3,0,1,4,0,0,1,1,0,0,3,66,135.6,27.3,221.0,38.4,4,1,121,14,1,1,5,2,,,3.0,,1.0,
,,153366,0,0,0,0,0,3,1.0,1.5,2,Harrison,2.0,211,False,,,45,153366.jpg,2.0,Reed,1.1,False,,a,9,54,6,91071,11451,40436,14113,0.4,1.3,Reed,270,0,0,1,4,0,0,0,1,0,0,0,19,29.0,45.1,35.0,11.0,193,75,75,53,106,59,107,63,3.0,,,,,
0.0,0.0,153682,-1,1,-2,2,0,3,0.0,0.0,0,Harry,0.0,212,False,Knee injury - Unknown return date,2022-07-31T21:30:04.907720Z,58,153682.jpg,0.0,Wilson,0.0,False,,i,9,54,0,365,69,7553,883,0.0,0.0,Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,584,255,584,255,580,252,585,255,2.0,,1.0,,2.0,
,,155529,0,0,0,0,0,1,1.3,1.8,0,Marek,2.3,213,False,,,45,155529.jpg,3.5,Rodák,0.2,False,,a,9,54,7,8264,347,6792,3039,0.5,1.6,Rodák,180,0,0,1,2,0,0,0,0,0,2,0,33,19.0,0.0,0.0,1.9,232,21,456,45,418,45,287,21,,,,,,
,,166324,0,0,-1,1,0,3,-1.0,-0.5,0,Ivan,0.0,214,False,,,49,166324.jpg,0.0,Neves Abreu Cavaleiro,0.1,False,,a,9,54,0,1278,135,4123,917,0.0,0.0,Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543,228,537,231,516,217,546,230,,,,,,
,,167074,0,0,0,0,0,2,2.0,2.5,0,Kenny,3.0,215,False,,,45,167074.jpg,3.0,Tete,0.4,False,,a,9,54,9,24931,1348,13336,6061,0.7,2.0,Tete,256,0,1,1,4,0,0,0,2,0,0,0,48,62.4,17.2,0.0,7.9,64,20,165,46,421,176,163,51,,,,,,
,,168765,-1,1,-1,1,0,3,-1.0,-0.5,0,Josh,0.0,216,False,,,44,168765.jpg,0.0,Onomah,0.1,False,,a,9,54,0,1135,301,2855,807,0.0,0.0,Onomah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,157,413,164,361,138,433,161,,,,,,
,,169528,0,0,0,0,0,2,1.7,2.2,1,Antonee,2.7,217,False,,,45,169528.jpg,2.7,Robinson,0.2,False,,a,9,54,8,4856,613,3801,1552,0.6,1.8,Robinson,270,0,0,1,4,0,0,0,0,0,0,0,43,47.4,41.4,1.0,9.1,113,41,82,19,259,86,143,43,,,,,,
0.0,,244042,0,0,-1,1,0,4,0.0,-0.5,0,Rodrigo,0.0,218,False,Joined Middlesbrough on loan - Expected back 01 Jul,2022-08-23T08:30:05.885616Z,54,244042.jpg,0.0,Muniz Carvalho,0.1,False,,u,9,54,0,3387,484,8034,2260,0.0,0.0,Muniz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,577,53,574,53,565,52,578,54,,,,,,
,,490146,0,0,0,0,0,4,1.0,1.5,5,Jay,2.0,219,False,,,45,490146.jpg,3.0,Stansfield,2.1,False,,a,9,54,6,113792,82234,52541,22281,0.4,1.3,Stansfield,83,0,1,0,2,0,0,0,0,0,0,0,19,8.4,12.8,42.0,6.3,265,28,187,28,84,19,193,26,,,,,,
,,154296,0,0,0,0,0,3,2.3,2.8,6,João,3.3,220,False,,,50,154296.jpg,3.3,Palhinha Gonçalves,0.3,False,,a,9,54,10,16035,5852,9045,2887,0.7,2.0,Palhinha,270,1,0,1,4,0,0,0,2,0,0,0,43,66.6,2.9,55.0,12.5,55,21,235,126,58,39,90,54,,,,,,
100.0,75.0,156689,0,0,0,0,0,3,3.3,2.8,8,Andreas,4.3,346,False,,2022-08-14T00:00:05.954103Z,45,156689.jpg,4.3,Hoelgebaum Pereira,23.0,False,,a,9,54,13,421242,136766,393286,81580,1.0,2.9,Andreas,263,0,1,1,4,0,0,0,0,0,0,3,37,40.6,106.9,48.0,19.5,148,58,9,7,68,45,35,23,1.0,,2.0,,,
,,219924,-1,1,-1,1,0,2,-1.0,-0.5,0,Issa,0.0,470,False,,,44,219924.jpg,0.0,Diop,0.1,False,,a,9,54,0,1660,221,5408,1385,0.0,0.0,Diop,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,181,419,180,368,156,438,181,,,,,,
,,432931,0,0,0,0,0,3,-0.7,-0.2,0,Tyrese,0.3,521,False,,,45,432931.jpg,1.0,Francois,0.0,False,,a,9,54,1,869,140,1213,383,0.1,0.2,Francois,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.3,0.0,0.1,326,148,307,154,458,176,337,153,,,,,,
,,120721,0,0,0,0,0,2,0.3,0.8,3,Kevin,1.3,532,False,,,45,120721.jpg,2.0,Mbabu,0.2,False,,a,9,54,4,3388,1552,6252,1369,0.3,0.9,Mbabu,14,0,1,0,0,0,0,0,1,0,0,0,21,25.0,32.3,0.0,5.7,209,87,102,24,415,175,202,66,,,,,,
,,515024,0,0,0,0,0,3,-1.0,-0.5,0,Luke,0.0,546,False,,,45,515024.jpg,0.0,Harris,0.0,False,,a,9,54,0,1761,281,2081,608,0.0,0.0,Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,210,515,214,489,196,526,212,,,,,,
0.0,0.0,235674,0,0,0,0,0,3,0.0,0.0,0,Manor,0.3,562,False,Knee injury - Unknown return date,2022-08-11T14:00:05.714464Z,50,235674.jpg,1.0,Solomon,0.0,False,,i,9,54,1,969,17,978,133,0.1,0.2,Solomon,24,0,0,0,1,0,0,0,0,0,0,0,1,2.2,0.3,0.0,0.3,313,137,311,158,549,233,327,147,,,,,,
,,247664,0,0,0,0,0,4,0.1,0.6,0,Terry,0.0,591,False,,,45,247664.jpg,0.0,Ablade,0.0,False,,a,9,54,0,2155,2155,523,523,0.0,0.0,Ablade,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,491,45,483,46,455,46,496,48,,,,,,
0.0,0.0,17745,0,0,0,0,0,1,0.0,0.0,0,Kasper,0.0,248,False,Transferred to OGC Nice,2022-08-04T06:18:08.594633Z,50,17745.jpg,0.0,Schmeichel,0.2,False,,u,10,13,0,0,0,33612,2430,0.0,0.0,Schmeichel,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,61,547,52,530,52,557,61,,,,,,
,,37642,0,0,0,0,0,2,0.2,0.7,1,Jonny,0.7,249,False,,,45,37642.jpg,0.7,Evans,0.3,False,,a,10,13,2,4602,738,9120,2449,0.2,0.4,Evans,270,0,0,0,8,0,0,0,0,0,0,0,42,46.4,3.0,0.0,4.9,118,44,233,76,383,163,229,78,,,,,,
0.0,0.0,40146,0,0,0,0,0,2,0.0,0.0,0,Ryan,0.0,250,False,Knee injury - Expected back 01 Sep,2022-07-05T15:30:04.221247Z,40,40146.jpg,0.0,Bertrand,0.0,False,,i,10,13,0,1418,220,1375,339,0.0,0.0,Bertrand,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,343,124,327,120,267,88,349,123,,,,,,
,,51938,-1,1,-1,1,0,3,-0.5,0.0,0,Marc,0.0,251,False,,,49,51938.jpg,0.0,Albrighton,0.1,False,,a,10,13,0,2587,309,5773,1398,0.0,0.0,Albrighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,531,217,525,221,500,204,534,219,3.0,,,,,
,,86881,-1,1,-1,1,0,3,-0.5,0.0,0,Nampalys,0.0,252,False,,,44,86881.jpg,0.0,Mendy,0.6,False,,a,10,13,0,10464,1446,23385,6739,0.0,0.0,Mendy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,155,400,162,343,135,421,159,,,,,,
,,93100,0,0,0,0,0,2,-0.5,0.0,0,Jannik,0.0,253,False,,,40,93100.jpg,0.0,Vestergaard,8.0,False,,a,10,13,0,93527,17748,216813,60096,0.0,0.0,Vestergaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,354,127,338,123,278,91,360,126,,,,,,
,,95463,0,0,0,0,0,1,0.5,1.0,1,Danny,1.0,254,False,,,40,95463.jpg,1.0,Ward,27.5,False,,a,10,13,3,425325,86203,154387,62315,0.2,0.8,Ward,270,0,0,0,8,0,0,0,0,0,6,0,34,44.8,0.0,0.0,4.5,123,16,339,15,279,14,239,16,,,,,,
,,101668,-1,1,-1,1,0,4,2.5,3.0,2,Jamie,3.0,255,False,,,94,101668.jpg,3.0,Vardy,3.8,False,,a,10,13,9,80804,10699,210392,62601,0.3,1.0,Vardy,223,0,1,1,5,0,0,0,0,0,0,0,33,36.0,23.6,9.0,6.8,171,14,137,18,206,34,185,23,,,,,1.0,
0.0,0.0,111931,0,0,-1,1,0,2,0.0,0.0,0,Ricardo,0.0,256,False,Achilles injury - Expected back 04 Feb,2022-08-01T17:30:04.857035Z,44,111931.jpg,0.0,Barbosa Pereira,0.0,False,,i,10,13,0,239,32,4834,458,0.0,0.0,Ricardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,174,408,172,352,144,428,174,,,,,,
,,155569,0,0,0,0,0,2,0.5,1.0,1,Daniel,1.0,257,False,,,45,155569.jpg,1.0,Amartey,0.3,False,,a,10,13,3,5465,705,9407,2587,0.2,0.7,Amartey,242,0,0,0,7,0,0,0,0,0,0,0,42,45.0,17.9,3.0,6.6,122,46,161,45,243,77,187,60,,,,,,
,,166477,0,0,0,0,0,2,2.5,3.0,1,Timothy,3.0,258,False,,,45,166477.jpg,3.0,Castagne,1.8,False,,a,10,13,9,101856,4921,64911,23392,0.7,2.0,Castagne,270,1,0,0,8,0,0,0,0,0,0,1,48,62.8,30.4,41.0,13.5,63,19,110,27,88,17,80,17,,,,,,
,,166989,-1,1,-1,1,0,3,1.2,1.7,1,Youri,1.7,259,False,,,64,166989.jpg,1.7,Tielemans,1.7,False,,a,10,13,5,28875,1760,88388,32070,0.3,0.8,Tielemans,177,0,0,0,7,0,0,0,0,0,0,0,25,19.2,26.8,16.0,6.2,231,94,122,77,178,100,195,95,,,,,2.0,
,,168580,0,0,-1,1,0,3,1.5,2.0,6,Ayoze,2.0,260,False,,,49,168580.jpg,6.0,Pérez,0.1,False,,a,10,13,6,3564,1903,5839,1136,0.4,1.2,Pérez,64,0,1,1,0,0,0,0,0,0,0,0,10,5.0,13.8,8.0,2.7,289,126,184,104,210,114,271,120,,,,,,
,,172780,0,0,0,0,0,3,5.8,6.3,7,James,6.3,261,False,,,80,172780.jpg,6.3,Maddison,6.1,False,,a,10,13,19,241217,57502,162707,54823,0.8,2.4,Maddison,270,2,1,0,8,0,0,0,1,0,0,1,69,101.4,95.5,114.0,31.1,15,8,12,10,16,10,12,8,1.0,,1.0,,,
,,173515,-1,1,-2,2,0,4,1.2,1.7,1,Kelechi,1.7,262,False,,,63,173515.jpg,2.5,Iheanacho,0.7,False,,a,10,13,5,14920,1484,47451,10988,0.3,0.8,Iheanacho,34,0,1,0,2,0,0,0,0,0,0,0,14,19.2,30.8,8.0,5.8,230,24,108,11,213,36,201,27,,,,,3.0,
0.0,0.0,197469,0,0,0,0,0,3,0.0,0.0,0,Hamza,0.0,263,False,Season-long loan to Watford,2022-08-11T08:48:05.659015Z,45,197469.jpg,0.0,Choudhury,0.1,False,,u,10,13,0,1196,0,9926,1544,0.0,0.0,Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,173,462,179,426,159,478,177,,,,,,
100.0,100.0,201666,0,0,-1,1,0,3,0.2,0.7,2,Harvey,0.7,264,False,,2022-08-05T13:30:06.644219Z,69,201666.jpg,2.0,Barnes,1.0,False,,a,10,13,2,4514,1408,109685,4442,0.1,0.3,Barnes,75,0,0,0,1,0,0,0,0,0,0,0,4,0.4,1.9,26.0,2.8,332,152,256,139,135,77,270,119,,,,,,
,,203341,0,0,0,0,0,3,1.5,2.0,2,Wilfred,2.0,265,False,,,50,203341.jpg,2.0,Ndidi,0.4,False,,a,10,13,6,12733,2007,15845,5371,0.4,1.2,Ndidi,270,0,0,0,8,0,0,0,0,0,0,0,49,42.2,10.4,2.0,5.5,137,55,202,111,257,131,212,100,,,,,,
,,215413,0,0,0,0,0,3,4.2,4.7,2,Kiernan,4.7,266,False,,,50,215413.jpg,4.7,Dewsbury-Hall,2.3,False,,a,10,13,14,207455,10825,104693,42613,0.9,2.8,Dewsbury-Hall,252,1,0,0,7,0,0,0,0,0,0,3,53,65.4,36.2,20.0,12.2,58,22,96,66,156,89,95,57,3.0,,3.0,,,
,,218031,0,0,-1,1,0,2,-0.5,0.0,0,Çaglar,0.0,267,False,,,44,218031.jpg,0.0,Söyüncü,0.4,False,,a,10,13,0,3845,542,22547,5016,0.0,0.0,Söyüncü,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,180,418,179,367,155,437,180,,,,,,
,,220627,0,0,0,0,0,2,1.2,1.7,1,James,1.7,268,False,,,45,220627.jpg,1.7,Justin,1.2,False,,a,10,13,5,14648,1215,40235,15426,0.4,1.1,Justin,270,0,1,0,8,0,0,0,0,0,0,0,41,34.0,21.1,2.0,5.7,174,75,154,42,249,82,203,67,,,,,,
,,225902,0,0,0,0,0,3,-0.5,0.0,0,Boubakary,0.0,269,False,,,45,225902.jpg,0.0,Soumaré,0.4,False,,a,10,13,0,6859,625,16021,4466,0.0,0.0,Soumaré,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,484,183,477,189,446,169,491,187,,,,,,
,,244619,0,0,-1,1,0,2,-0.5,0.0,0,Luke,0.0,270,False,,,44,244619.jpg,0.0,Thomas,0.1,False,,a,10,13,0,528,143,3242,793,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,436,185,424,184,373,160,443,185,,,,,,
,,245419,0,0,-1,1,0,4,0.2,0.7,0,Patson,0.7,271,False,,,59,245419.jpg,0.7,Daka,1.0,False,,a,10,13,2,18055,2646,68456,16206,0.1,0.3,Daka,69,0,0,0,4,0,0,0,1,0,0,0,4,10.2,3.7,20.0,3.3,259,26,227,31,157,28,263,32,,,,,,
,,444463,0,0,0,0,0,2,-0.5,0.0,0,Wesley,0.0,272,False,,,45,444463.jpg,0.0,Fofana,1.5,False,,a,10,13,0,29535,4257,57228,19856,0.0,0.0,Fofana,180,0,0,0,6,0,0,0,1,0,0,0,19,40.6,4.4,23.0,6.9,149,63,219,66,145,37,181,57,,,,,,
,,232620,0,0,0,0,0,2,-0.5,0.0,0,Lewis,0.0,273,False,,,40,232620.jpg,0.0,Brunt,0.3,False,,a,10,13,0,4620,796,7851,2195,0.0,0.0,Brunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,382,144,367,140,308,109,388,143,,,,,,
,,207270,0,0,0,0,0,1,-0.5,0.0,0,Daniel,0.0,548,False,,,40,207270.jpg,0.0,Iversen,2.0,False,,a,10,13,0,22692,2348,95516,39776,0.0,0.0,Iversen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,371,41,356,22,296,21,377,41,,,,,,
,,106837,0,0,0,0,0,3,-0.2,0.3,0,Dennis,0.3,549,False,,,50,106837.jpg,1.0,Praet,0.0,False,,a,10,13,1,274,29,765,208,0.1,0.2,Praet,27,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.2,0.0,0.1,558,238,272,143,537,227,340,156,,,,,,
,,45220,0,0,0,0,0,1,0.5,1.0,0,Alex,0.0,581,False,,,40,45220.jpg,0.0,Smithies,0.0,False,,a,10,13,0,2342,527,865,310,0.0,0.0,Smithies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,346,29,330,9,270,8,352,29,,,,,,
100.0,50.0,55914,0,0,0,0,0,2,-0.5,-0.5,0,Liam,0.0,221,False,,2022-08-14T00:00:05.845932Z,45,55914.jpg,0.0,Cooper,0.0,False,,a,11,2,0,243,42,3116,475,0.0,0.0,Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447,189,435,188,388,166,454,189,,,,,,
0.0,0.0,66588,0,0,0,0,0,2,0.0,0.0,0,Luke,0.0,222,False,Knee injury - Expected back 03 Sep,2022-07-05T15:30:04.180211Z,45,66588.jpg,0.0,Ayling,0.0,False,,i,11,2,0,345,86,920,189,0.0,0.0,Ayling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,452,192,440,191,396,171,459,192,,,,,,
,,72222,0,0,-1,1,0,3,0.5,0.0,1,Mateusz,1.0,223,False,,,49,72222.jpg,1.0,Klich,0.1,False,,a,11,2,3,1464,434,4708,1134,0.2,0.6,Klich,38,0,0,0,0,0,0,0,0,0,0,0,10,7.6,26.6,4.0,3.8,269,116,123,78,238,123,254,117,,,,,3.0,
100.0,100.0,80179,0,0,0,0,0,3,0.2,-0.3,1,Adam,0.7,224,False,,2022-08-01T17:30:04.808860Z,45,80179.jpg,1.0,Forshaw,0.1,False,,a,11,2,2,2013,718,2345,698,0.2,0.4,Forshaw,31,0,0,0,0,0,0,0,0,0,0,0,6,1.4,0.5,0.0,0.2,320,143,300,149,399,149,332,149,,,3.0,,,
,,80954,1,-1,3,-3,2,3,11.2,10.7,13,Rodrigo,11.7,225,True,,,63,80954.jpg,11.7,Moreno,23.2,False,,a,11,2,35,2000485,987467,150216,34802,1.9,5.6,Rodrigo,236,4,1,1,3,0,0,0,0,0,0,5,99,158.4,44.8,208.0,41.1,1,1,76,54,2,1,2,2,,,,,4.0,
0.0,0.0,87873,0,0,0,0,0,2,0.0,0.0,0,Stuart,0.0,226,False,Leg injury - Expected back 05 Nov,2022-07-05T15:30:04.195729Z,50,87873.jpg,0.0,Dallas,0.0,False,,i,11,2,0,303,120,793,169,0.0,0.0,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,556,208,550,208,533,205,559,208,4.0,,,,,
50.0,50.0,106617,0,0,-1,1,0,4,0.8,0.5,0,Patrick,2.0,227,False,Groin Injury - 50% chance of playing,2022-08-14T00:00:05.863419Z,74,106617.jpg,3.0,Bamford,0.7,False,,d,11,2,6,24092,500,98051,16647,0.3,0.8,Bamford,110,0,1,0,1,0,0,0,0,0,0,0,9,6.4,2.2,75.0,8.0,277,30,252,32,43,13,162,20,,,,,1.0,
,,149915,0,0,0,0,0,2,3.2,2.7,8,Diego,3.7,228,False,,,45,149915.jpg,3.7,Llorente,0.4,False,,a,11,2,11,9615,7167,8109,1718,0.8,2.4,Llorente,270,0,0,1,3,0,0,0,0,0,0,2,59,47.0,1.0,7.0,5.6,115,42,278,98,215,63,208,71,,,,,,
0.0,0.0,173821,0,0,0,0,0,3,0.0,0.0,0,Tyler,0.0,229,False,Joined QPR on loan - Expected back 01 Jul,2022-07-08T11:00:04.089064Z,50,173821.jpg,0.0,Roberts,0.0,False,,u,11,2,0,0,0,23,4,0.0,0.0,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,560,239,556,240,540,228,562,240,,,,,,
,,193645,0,0,0,0,0,2,2.5,2.0,6,Robin,3.0,230,False,,,45,193645.jpg,3.0,Koch,0.2,False,,a,11,2,9,3298,1867,3245,688,0.7,2.0,Koch,270,0,0,1,3,0,0,0,0,0,0,0,55,67.8,0.9,4.0,7.3,52,14,284,103,234,72,168,53,,,,,,
100.0,100.0,200617,0,0,0,0,0,3,0.8,0.3,3,Daniel,1.3,231,False,,2022-07-05T15:30:04.208215Z,60,200617.jpg,2.0,James,0.1,False,,a,11,2,4,3506,1298,2703,1091,0.2,0.7,James,125,0,0,1,2,0,0,0,0,0,0,0,15,11.0,16.1,22.0,5.0,253,107,171,99,151,86,228,108,,,,,,
0.0,0.0,219961,0,0,0,0,0,3,0.0,0.0,0,Raphael,0.0,232,False,Transferred to Barcelona,2022-07-15T15:56:51.961298Z,70,219961.jpg,0.0,Dias Belloli,0.1,False,,u,11,2,0,0,0,9589,840,0.0,0.0,Raphinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,590,257,590,257,590,257,590,257,,,,,,
,,221399,0,0,0,0,1,3,7.5,7.0,14,Jack,8.0,233,True,,,60,221399.jpg,8.0,Harrison,3.0,False,,a,11,2,24,213767,151172,60828,22082,1.3,4.0,Harrison,255,1,3,1,3,0,0,0,2,0,0,5,86,136.4,146.8,66.0,34.9,3,2,3,3,49,33,6,4,1.0,,,,,
0.0,0.0,221610,0,0,0,0,0,3,0.0,0.0,0,Jamie,0.0,234,False,Joined Millwall on loan - Expected back 01 Jul,2022-07-19T23:00:04.159636Z,45,221610.jpg,0.0,Shackleton,0.0,False,,u,11,2,0,0,0,253,44,0.0,0.0,Shackleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,482,181,475,187,443,167,489,185,,,,,,
